Glioma	Barrett Esophagus	Atherosclerosis	Neoplasms	Periodontitis	Prostatic Neoplasms	Fragile X Syndrome	Alzheimer Disease	Myositis, Inclusion Body	Melanoma	Breast Neoplasms	Huntington Disease	Testicular Neoplasms	Endometrial Neoplasms	Esophageal Squamous Cell Carcinoma	Aortic Aneurysm, Abdominal	Aortic Rupture	Neoplasms, Basal Cell	Myocardial Ischemia	Diabetes Mellitus	Endometriosis	Intracranial Aneurysm	Frailty	Glaucoma	Leukemia	Myocardial Infarction	Nasopharyngeal Carcinoma	Neurofibromatoses	Peripheral Arterial Disease	Neurofibroma, Plexiform	Stroke	Diabetes Mellitus, Type 2	Colorectal Neoplasms	Bone Diseases	Muscular Dystrophy, Facioscapulohumeral	Leukemia, Lymphocytic, Chronic, B-Cell	Leukemia, Lymphoid	Lymphoma	Ovarian Neoplasms	Carcinoma, Embryonal	Kidney Neoplasms	Adrenocortical Carcinoma	Beckwith-Wiedemann Syndrome	Hydatidiform Mole	Uterine Cervical Neoplasms	Choriocarcinoma	Colonic Neoplasms	Congenital Hyperinsulinism	Glioblastoma	Hyperhomocysteinemia	Infertility	Liver Neoplasms	Neuroectodermal Tumors, Primitive	Meningioma	Neural Tube Defects	Neuroblastoma	Obesity	Pheochromocytoma	Pituitary Neoplasms	Prader-Willi Syndrome	Pre-Eclampsia	Silver-Russell Syndrome	Adenocarcinoma	Pancreatic Neoplasms	Arthritis, Rheumatoid	Multiple Sclerosis	Diabetes Mellitus, Type 1	Muscular Dystrophy, Duchenne	Narcolepsy	Parkinson Disease	Neoplasms, Bone Tissue	Gallbladder Neoplasms	Leukemia, Myeloid, Acute	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	Myelodysplastic Syndromes	Myopia	Amyotrophic Lateral Sclerosis	Frontotemporal Lobar Degeneration	Psoriasis	Burkitt Lymphoma	Cleft Lip	Hodgkin Disease	Plasmacytoma	Rhabdomyosarcoma	Dyskeratosis Congenita	Mucocutaneous Lymph Node Syndrome	Angelman Syndrome	Pancreaticobiliary Maljunction	Neoplasms, Squamous Cell	Klinefelter Syndrome	Carcinoma, Renal Cell	Polycystic Ovary Syndrome	Multiple Myeloma	Esophageal Neoplasms	Kidney Failure, Chronic	Colitis, Ulcerative	Hemangioma	Gastrointestinal Stromal Tumors	Pneumoconiosis	Asthma	Lupus Erythematosus, Systemic	Hypertension	Pulmonary Arterial Hypertension	Hepatoblastoma	Leukemia, Promyelocytic, Acute	Vitreoretinopathy, Proliferative	Diabetic Retinopathy	Retinoblastoma	Osteoarthritis	Cardiomyopathy, Dilated	Metabolic Syndrome	Nephrolithiasis	Asthenozoospermia	Intervertebral Disc Degeneration	Cholangiocarcinoma	Head and Neck Neoplasms	Anemia, Aplastic	Exfoliation Syndrome	Congenital Microtia	Astrocytoma	Hirschsprung Disease	Liver Cirrhosis	Neuroectodermal Tumors, Primitive, Peripheral	Acute Kidney Injury	Leukemia, Myeloid	Primary Myelofibrosis	Lymphoma, Mantle-Cell	Lymphoma, B-Cell
Cholangiocarcinoma	0.166666666666667	0.0612244897959184	0	0.347368421052632	0	0.0196078431372549	0	0	0	0.113924050632911	0.0612244897959184	0	0.0348258706467662	0.0141843971631206	0.166666666666667	0	0	0.284552845528455	0	0	0	0	0	0	0.226890756302521	0	0.263768115942029	0.0654205607476635	0	0.043956043956044	0	0	0.0116279069767442	0	0	0.0441176470588235	0.0920245398773006	0.169811320754717	0.0245098039215686	0.121951219512195	0.0188679245283019	0.364705882352941	0	0.0592592592592593	0.0127388535031847	0.413793103448276	0.0106007067137809	0	0.0857142857142857	0	0	0.0340136054421769	0.166666666666667	0.0930232558139535	0	0.0857142857142857	0	0.0350194552529183	0.026615969581749	0	0	0	0.744	0.0292397660818713	0	0	0	0	0	0	0.072	0.0196078431372549	0.072	0.0580645161290323	0	0	0	0	0	0.0340909090909091	0	0.104895104895105	0.0993377483443709	0.0447761194029851	0	0	0	0	0.284552845528455	0	0.358381502890173	0.0346020761245675	0.0691244239631336	0.0386740331491713	0	0	0.121951219512195	0.0559006211180124	0	0	0	0	0	0.121951219512195	0.0476190476190476	0	0	0.115384615384615	0	0	0	0	0	0	1	0.0756302521008403	0	0	0	0.114391143911439	0	0	0.114391143911439	0	0.121951219512195	0	0.0666666666666667	0.0666666666666667
Head and Neck Neoplasms	0.0802919708029197	0.114285714285714	0	0.454545454545455	0	0.205479452054795	0	0	0	0.0860927152317881	0.342857142857143	0	0.216494845360825	0.201492537313433	0.394594594594595	0	0	0.103448275862069	0	0	0	0	0	0	0.142857142857143	0	0.371601208459215	0.0821256038647343	0	0.0694980694980695	0	0	0.163636363636364	0	0	0.0697674418604651	0.0769230769230769	0.105263157894737	0.182741116751269	0.103448275862069	0.197368421052632	0.165644171779141	0	0.0859375	0.18	0.0898203592814371	0.189591078066914	0	0.0704225352112676	0	0	0.257142857142857	0.0802919708029197	0.187878787878788	0	0.0704225352112676	0	0.0699588477366255	0.193166885676741	0	0	0	0.0847457627118644	0.219512195121951	0	0	0	0	0	0	0.0847457627118644	0.205479452054795	0.0847457627118644	0.0675675675675676	0	0	0	0	0	0.0532544378698225	0	0.0882352941176471	0.0833333333333333	0.0708661417322835	0	0	0	0	0.103448275862069	0	0.162650602409639	0.0872727272727273	0.0571428571428571	0.517241379310345	0	0	0.103448275862069	0.0649350649350649	0	0	0	0	0	0.103448275862069	0.0756302521008403	0	0	0.154228855721393	0	0	0	0	0	0	0.0756302521008403	1	0	0	0	0.0739299610894942	0	0	0.0739299610894942	0	0.103448275862069	0	0.078125	0.078125
Anemia, Aplastic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0429447852760736	0.0526315789473684	0.0537634408602151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21978021978022	0.36	0	0	0	0	0.0320197044334975	0	0.0470588235294118	0	0	0.244635193133047	0.0693069306930693	0	0	0	0	0	0	0.0983606557377049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.263157894736842	0.0432098765432099	0.0432098765432099
Exfoliation Syndrome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103448275862069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103448275862069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103448275862069	0.0759493670886076	0.0780487804878049	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Congenital Microtia	0	0	0	0	0	0	0.155440414507772	0	0	0	0	0.0524017467248908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0527704485488127	0.051948051948052	0	0	0	0	0	0	0.0764331210191083	0	0	0	0	0	0	0	0.219512195121951	0	0	0	0	0.0776699029126214	0	0.0481927710843374	0	0	0	0	0.243243243243243	0	0	0	0	0.160714285714286	0	0.173076923076923	0	0	0	0	0	0.069364161849711	0	0	0	0	0	0	0	0	0	0	0	0	0.176470588235294	0	0	0	0.161434977578475	0	0.1875	0.202247191011236	0	0.137755102040816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.201117318435754	0	0	0	0	0	0	0
Astrocytoma	0.791530944625407	0.060702875399361	0	0.320574162679426	0	0.0215384615384615	0	0	0	0.259701492537313	0.060702875399361	0	0.0356294536817102	0.0166112956810631	0.086848635235732	0	0	0.275471698113208	0	0	0	0	0	0	0.221789883268482	0	0.126373626373626	0.0961968680089485	0	0.0924657534246575	0	0	0.0137741046831956	0	0	0.0515463917525773	0.0956521739130435	0.169139465875371	0.0257611241217799	0.260377358490566	0.0207715133531157	0.0863509749303621	0	0.107266435986159	0.015015015015015	0.193460490463215	0.0132450331125828	0	0.772646536412078	0	0	0.0351437699680511	0.478827361563518	0.195592286501377	0	0.261101243339254	0	0.159420289855072	0.0278113663845224	0	0	0	0.16728624535316	0.0304709141274238	0	0	0	0	0	0	0.0780669144981413	0.0215384615384615	0.0780669144981413	0.0638297872340425	0	0	0	0	0	0.0404312668463612	0	0.108196721311475	0.102803738317757	0.0522648083623693	0	0	0	0	0.275471698113208	0	0.0849315068493151	0.0357142857142857	0.0728476821192053	0.0393700787401575	0	0	0.124528301886792	0.06158357771261	0	0	0	0	0	0.124528301886792	0.0553505535055351	0	0	0.337931034482759	0	0	0	0	0	0	0.114391143911439	0.0739299610894942	0	0	0	1	0	0	0.337931034482759	0	0.124528301886792	0	0.0726643598615917	0.0726643598615917
Hirschsprung Disease	0	0.12568306010929	0	0	0	0	0.0849056603773585	0	0	0	0	0.032258064516129	0	0	0.0745614035087719	0	0	0	0	0	0	0	0	0	0	0	0	0.032	0	0	0	0	0.254807692307692	0	0.0454545454545455	0	0	0	0	0	0	0	0.131147540983607	0	0	0	0.214084507042254	0.128888888888889	0	0.0264900662251656	0	0.092896174863388	0	0	0.143712574850299	0	0	0	0	0.0987654320987654	0	0.105726872246696	0	0.0821256038647343	0	0	0	0.0416666666666667	0	0	0	0.0687830687830688	0	0	0	0	0	0	0	0	0.0952380952380952	0	0	0	0.0991735537190083	0	0.113744075829384	0.380710659898477	0	0.0697674418604651	0	0	0	0.105990783410138	0	0.26	0	0.116751269035533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.201117318435754	0	1	0.092896174863388	0	0	0	0	0	0
Liver Cirrhosis	0	0.0714285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0.0469483568075117	0	0	0	0	0	0	0	0.257142857142857	0	0	0.0947368421052632	0	0	0	0	0	0	0.0518134715025907	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0553846153846154	0.0761904761904762	0	0	0	0.285714285714286	0	0	0	0	0.0344827586206897	0	0	0	0	0	0	0.0833333333333333	0	0	0	0	0	0	0	0.0689655172413793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0989010989010989	0	0	0	0	0	0.0594059405940594	0	0.0594594594594595	0	0.0659340659340659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.092896174863388	1	0	0	0	0	0	0
Neuroectodermal Tumors, Primitive, Peripheral	0.478827361563518	0.060702875399361	0	0.320574162679426	0	0.0215384615384615	0	0	0	0.259701492537313	0.060702875399361	0	0.0356294536817102	0.0166112956810631	0.086848635235732	0	0	0.275471698113208	0	0	0	0	0	0	0.221789883268482	0	0.126373626373626	0.0961968680089485	0	0.0924657534246575	0	0	0.0137741046831956	0	0	0.0515463917525773	0.0956521739130435	0.169139465875371	0.0257611241217799	0.260377358490566	0.0207715133531157	0.0863509749303621	0	0.107266435986159	0.015015015015015	0.193460490463215	0.0132450331125828	0	0.261101243339254	0	0	0.0351437699680511	0.791530944625407	0.195592286501377	0	0.772646536412078	0	0.159420289855072	0.0278113663845224	0	0	0	0.16728624535316	0.0304709141274238	0	0	0	0	0	0	0.0780669144981413	0.0215384615384615	0.0780669144981413	0.0638297872340425	0	0	0	0	0	0.0404312668463612	0	0.108196721311475	0.102803738317757	0.0522648083623693	0	0	0	0	0.275471698113208	0	0.0849315068493151	0.0357142857142857	0.0728476821192053	0.0393700787401575	0	0	0.124528301886792	0.06158357771261	0	0	0	0	0	0.124528301886792	0.0553505535055351	0	0	0.337931034482759	0	0	0	0	0	0	0.114391143911439	0.0739299610894942	0	0	0	0.337931034482759	0	0	1	0	0.124528301886792	0	0.0726643598615917	0.0726643598615917
Acute Kidney Injury	0	0	0	0	0	0.0387096774193548	0	0	0	0	0	0	0.0295566502463054	0.041958041958042	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058252427184466	0	0.316770186335404	0	0	0.0145985401459854	0.0377358490566038	0.0170454545454545	0	0	0	0	0.167785234899329	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0552486187845304	0.194285714285714	0.0307167235494881	0	0	0.382239382239382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.346938775510204	0.031496062992126	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Leukemia, Myeloid	0.148936170212766	0.0833333333333333	0	0.391304347826087	0	0.04	0	0	0	0.174193548387097	0.0833333333333333	0	0.0505050505050505	0.036231884057971	0.0899470899470899	0	0	0.2	0	0	0	0	0	0	0.724137931034483	0	0.109144542772861	0.109004739336493	0	0.112359550561798	0	0	0.029585798816568	0	0	0.263157894736842	0.35	0.230769230769231	0.0398009950248756	0.2	0.0384615384615385	0.0898203592814371	0	0.128787878787879	0.0324675324675325	0.146198830409357	0.0324909747292419	0	0.111111111111111	0	0	0.0555555555555556	0.148936170212766	0.14792899408284	0	0.111111111111111	0	0.107569721115538	0.0424710424710425	0	0	0	0.147540983606557	0.0476190476190476	0	0	0	0	0	0	0.147540983606557	0.04	0.737704918032787	0.592105263157895	0	0	0	0	0	0.0867052023121387	0	0.171428571428571	0.162162162162162	0.114503816793893	0	0	0	0	0.2	0	0.0882352941176471	0.0565371024734982	0.11214953271028	0.0561797752808989	0	0	0.2	0.113924050632911	0	0	0	0	0	0.2	0.609756097560976	0	0	0.102439024390244	0	0	0	0	0	0	0.121951219512195	0.103448275862069	0	0	0	0.124528301886792	0	0	0.124528301886792	0	1	0	0.136363636363636	0.136363636363636
Primary Myelofibrosis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0222222222222222	0.037037037037037	0.0379746835443038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38961038961039	0.344262295081967	0	0	0	0	0.0142857142857143	0	0.028169014084507	0	0	0.102439024390244	0.0574712643678161	0	0	0	0	0	0	0.0555555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.263157894736842	0	0	0	0	0	0	0	0	1	0.0223880597014925	0.0223880597014925
Lymphoma, Mantle-Cell	0.0980392156862745	0.0641025641025641	0	0.326923076923077	0	0.0246913580246914	0	0	0	0.125748502994012	0.0641025641025641	0	0.0380952380952381	0.02	0.054726368159204	0	0	0.136363636363636	0	0	0	0	0	0	0.234375	0	0.068870523415978	0.0762331838565022	0	0.0618556701030928	0	0	0.0165745856353591	0	0	0.2	0.395348837209302	0.714285714285714	0.028169014084507	0.136363636363636	0.0238095238095238	0.0502793296089385	0	0.0763888888888889	0.0180722891566265	0.103825136612022	0.0166112956810631	0	0.0588235294117647	0	0	0.0384615384615385	0.0980392156862745	0.104972375690608	0	0.0588235294117647	0	0.0545454545454545	0.0303030303030303	0	0	0	0.0895522388059701	0.0333333333333333	0.046875	0.0205479452054795	0.0542168674698795	0	0	0	0.0895522388059701	0.0246913580246914	0.0895522388059701	0.0914634146341463	0.0378787878787879	0	0	0	0	0.324324324324324	0	0.473684210526316	0.33125	0.0629370629370629	0.00930232558139535	0.146739130434783	0	0	0.136363636363636	0	0.0494505494505494	0.0390879478827362	0.247787610619469	0.0421052631578947	0	0	0.136363636363636	0.0705882352941176	0	0.0161290322580645	0.0592105263157895	0	0	0.136363636363636	0.0666666666666667	0	0	0.0691244239631336	0	0	0	0	0	0	0.0666666666666667	0.078125	0.0432098765432099	0	0	0.0726643598615917	0	0	0.0726643598615917	0	0.136363636363636	0.0223880597014925	1	0.555555555555556
Lymphoma, B-Cell	0.0980392156862745	0.0641025641025641	0	0.326923076923077	0	0.0246913580246914	0	0	0	0.125748502994012	0.0641025641025641	0	0.0380952380952381	0.02	0.054726368159204	0	0	0.136363636363636	0	0	0	0	0	0	0.234375	0	0.068870523415978	0.0762331838565022	0	0.0618556701030928	0	0	0.0165745856353591	0	0	0.2	0.395348837209302	0.714285714285714	0.028169014084507	0.136363636363636	0.0238095238095238	0.0502793296089385	0	0.0763888888888889	0.0180722891566265	0.103825136612022	0.0166112956810631	0	0.0588235294117647	0	0	0.0384615384615385	0.0980392156862745	0.104972375690608	0	0.0588235294117647	0	0.0545454545454545	0.0303030303030303	0	0	0	0.0895522388059701	0.0333333333333333	0.046875	0.0205479452054795	0.0542168674698795	0	0	0	0.0895522388059701	0.0246913580246914	0.0895522388059701	0.0914634146341463	0.0378787878787879	0	0	0	0	0.583783783783784	0	0.473684210526316	0.33125	0.0629370629370629	0.00930232558139535	0.146739130434783	0	0	0.136363636363636	0	0.0494505494505494	0.0390879478827362	0.247787610619469	0.0421052631578947	0	0	0.136363636363636	0.0705882352941176	0	0.0161290322580645	0.0592105263157895	0	0	0.136363636363636	0.0666666666666667	0	0	0.0691244239631336	0	0	0	0	0	0	0.0666666666666667	0.078125	0.0432098765432099	0	0	0.0726643598615917	0	0	0.0726643598615917	0	0.136363636363636	0.0223880597014925	0.555555555555556	1
